v1	geneId	geneSymbol	DSI	DPI	diseaseId	diseaseName	diseaseType	diseaseClass	diseaseSemanticType	score	EI	YearInitial	YearFinal	NofPmids	NofSnps	source
7	2	A2M	0.529	0.769	C2239176	Liver carcinoma	disease	C06;C04	Neoplastic Process	0.51	1	2004	2004	1	0	CTD_human
76	16	AARS1	0.647	0.462	C2750090	Charcot-Marie-Tooth Disease, Axonal, Type 2n	disease	C16;C10	Disease or Syndrome	0.71	1	2010	2019	5	3	CTD_human;GENOMICS_ENGLAND;UNIPROT
77	16	AARS1	0.647	0.462	C4225361	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 29	disease		Disease or Syndrome	0.7	1	2015	2017	2	4	CTD_human;GENOMICS_ENGLAND;UNIPROT
100	18	ABAT	0.628	0.538	C0277839	Hoffmans Reflex	phenotype	C23;C10	Finding	0.30	1	1999	1999	   1	   0	CTD_human
       18	ABAT	0.628	0.538	C0277850	Reflex, Pendular	phenotype	C23;C10	Finding	0.30	1	1999	1999	   1	   0	CTD_human
       18	ABAT	0.628	0.538	C0278211	Reflex, Corneal, Absent	phenotype	C23;C10	Finding	0.30	1	1999	1999	   1	   0	CTD_human
       18	ABAT	0.628	0.538	C0342708	Gamma aminobutyric acid transaminase deficiency	disease	C16;C18	Disease or Syndrome	0.70	1	1998	2019	   5	   8	CTD_human;GENOMICS_ENGLAND;ORPHANET;UNIPROT
       18	ABAT	0.628	0.538	C0422850	Seizures, Somatosensory	phenotype	C23;C10	Pathologic Function	0.30	1	1999	1999	   1	   0	CTD_human
       18	ABAT	0.628	0.538	C0422852	Seizures, Auditory	phenotype	C23;C10	Pathologic Function	0.30	1	1999	1999	   1	   0	CTD_human
       18	ABAT	0.628	0.538	C0422853	Olfactory seizure	phenotype	C23;C10	Disease or Syndrome	0.30	1	1999	1999	   1	   0	CTD_human
       18	ABAT	0.628	0.538	C0422854	Gustatory seizure	phenotype	C23;C10	Sign or Symptom	0.30	1	1999	1999	   1	   0	CTD_human
       18	ABAT	0.628	0.538	C0422855	Vertiginous seizure	phenotype	C23;C10	Disease or Syndrome	0.30	1	1999	1999	   1	   0	CTD_human
       18	ABAT	0.628	0.538	C0424230	Motor retardation	phenotype	C23;C10;F01	Finding	0.40	1	1999	1999	   1	   0	CTD_human
       18	ABAT	0.628	0.538	C0424605	Developmental delay (disorder)	phenotype	F03	Mental or Behavioral Dysfunction	0.30	1	2016	2016	   1	   0	GENOMICS_ENGLAND
       18	ABAT	0.628	0.538	C0427201	Floppy Muscles	phenotype	C23;C10	Sign or Symptom	0.30	1	1999	1999	   1	   0	CTD_human
       18	ABAT	0.628	0.538	C0427202	Muscle Tone Atonic	phenotype	C23;C10	Sign or Symptom	0.30	1	1999	1999	   1	   0	CTD_human
       18	ABAT	0.628	0.538	C0494475	Tonic - clonic seizures	disease	C23;C10	Disease or Syndrome	0.30	1	1999	1999	   1	   0	CTD_human
       18	ABAT	0.628	0.538	C0522345	Reflex, Acoustic, Abnormal	phenotype	C23;C10	Finding	0.30	1	1999	1999	   1	   0	CTD_human
       18	ABAT	0.628	0.538	C0557874	Global developmental delay	disease		Mental or Behavioral Dysfunction	0.40	1	2016	2016	   1	   0	GENOMICS_ENGLAND
       18	ABAT	0.628	0.538	C0558845	Reflex, Ankle, Absent	phenotype	C23;C10	Finding	0.30	1	1999	1999	   1	   0	CTD_human
       18	ABAT	0.628	0.538	C0558846	Reflex, Triceps, Absent	phenotype	C23;C10	Finding	0.30	1	1999	1999	   1	   0	CTD_human
       18	ABAT	0.628	0.538	C0558847	Reflex, Biceps, Absent	phenotype	C23;C10	Finding	0.30	1	1999	1999	   1	   0	CTD_human
       18	ABAT	0.628	0.538	C0576612	Reflex, Anal, Absent	phenotype	C23;C10	Finding	0.30	1	1999	1999	   1	   0	CTD_human
       18	ABAT	0.628	0.538	C0743002	Abnormal Deep Tendon Reflex	phenotype	C23;C10	Finding	0.30	1	1999	1999	   1	   0	CTD_human
       18	ABAT	0.628	0.538	C0751056	Non-epileptic convulsion	phenotype	C23;C10	Sign or Symptom	0.30	1	1999	1999	   1	   0	CTD_human
       18	ABAT	0.628	0.538	C0751110	Single Seizure	disease	C23;C10	Disease or Syndrome	0.30	1	1999	1999	   1	   0	CTD_human
       18	ABAT	0.628	0.538	C0751123	Atonic Absence Seizures	phenotype	C23;C10	Disease or Syndrome	0.30	1	1999	1999	   1	   0	CTD_human
       18	ABAT	0.628	0.538	C0751330	Unilateral Hypotonia	phenotype	C23;C10	Sign or Symptom	0.30	1	1999	1999	   1	   0	CTD_human
       18	ABAT	0.628	0.538	C0751456	Developmental Psychomotor Disorders	group	C23;C10;F01	Mental or Behavioral Dysfunction	0.30	1	1999	1999	   1	   0	CTD_human
       18	ABAT	0.628	0.538	C0751468	Bulbocavernosus Reflex, Decreased	phenotype	C23;C10	Finding	0.30	1	1999	1999	   1	   0	CTD_human
